1567,Regular maintenance,2012-06-09,50,1,133
1568,Panel Beating,2012-06-03,50,3,135
1569,Pre-NCT,2012-05-27,20,1,137
1570,Light,2012-06-04,20,1,139
1571,Laser Wheel Alignment,2012-06-06,20,1,141
1572,Light,2012-06-12,20,1,143
1573,Panel Beating,2012-05-24,50,3,145
1574,Wheel Replacement,2012-05-24,100,1,147
1575,Steering,2012-06-05,50,3,149
1576,Breaks,2012-06-13,100,2,151
1577,Transmission,2012-05-31,50,5,153
1578,On board computer,2012-05-22,20,3,155
1579,Pre-NCT,2012-06-09,20,2,157
1580,Light,2012-05-31,20,2,159
1581,Saftey Bag,2012-05-28,50,1,161
1582,Body Part Replacement,2012-06-07,100,1,163
1583,Exhaust,2012-06-12,100,5,165
1584,Light,2012-06-12,20,2,167
1585,Pre-NCT,2012-06-03,20,5,169
1586,Light,2012-05-25,20,5,171
1587,On board computer,2012-06-12,20,1,173
1588,Electronics Electric Circuits,2012-06-04,50,2,175
1589,Battery,2012-06-08,20,2,177
1590,Body Paint,2012-05-29,20,2,179
1591,Gearbox,2012-05-23,20,4,181
1592,Breaks,2012-06-13,100,3,183
1593,Pre-NCT,2012-06-04,20,3,185
1594,Sensors,2012-05-29,100,2,187
1595,Gearbox,2012-05-25,20,1,189
1596,Breaks,2012-05-26,100,1,191
1597,Exhaust,2012-05-29,100,4,193
1598,Steering,2012-06-02,50,4,195
1599,Battery,2012-06-03,20,5,197
1600,Transmission,2012-05-23,50,1,199
1601,Security System,2012-06-06,50,4,201
1602,Air con,2012-05-29,100,1,203
1603,Light,2012-05-27,20,4,205
1604,Panel Beating,2012-06-05,50,3,207
1605,Gearbox,2012-06-04,20,2,209
1606,Transmission,2012-06-10,50,2,211
1607,Saftey Bag,2012-06-05,50,4,213
1608,Panel Beating,2012-05-22,50,3,215
1609,Exhaust,2012-06-04,100,3,217
1610,Sensors,2012-06-12,100,2,219
1611,Sensors,2012-05-31,100,4,221
1612,Security System,2012-06-11,50,3,223
1613,Laser Wheel Alignment,2012-06-03,20,2,225
1614,Electronics Electric Circuits,2012-05-27,50,4,227
1615,Breaks,2012-05-23,100,5,229
1616,Regular maintenance,2012-06-07,50,2,231
1617,Body Paint,2012-06-11,20,2,233
1618,Light,2012-06-14,20,4,235
1619,Transmission,2012-05-27,50,5,237
1620,Body Part Replacement,2012-06-01,100,3,239
1621,Body Paint,2012-06-04,20,5,241
1622,Gearbox,2012-06-07,20,1,243
1623,Light,2012-06-01,20,5,245
1624,Exhaust,2012-06-01,100,5,247
1625,Breaks,2012-06-08,100,2,249
1626,GPS,2012-06-11,100,1,251
1627,Exhaust,2012-06-03,100,5,253
1628,Security System,2012-06-15,50,5,255
1629,Lock,2012-05-28,20,1,257
1630,GPS,2012-06-08,100,5,259
1631,Sensors,2012-06-10,100,4,261
1632,Steering,2012-05-24,50,1,263
1633,Steering,2012-05-31,50,3,265
1634,Laser Wheel Alignment,2012-06-03,20,1,267
1635,Air con,2012-06-04,100,4,269
1636,Sensors,2012-06-04,100,2,271
1637,Pre-NCT,2012-06-05,20,4,273
1638,Engine Breakdown,2012-05-28,100,3,275
1639,Steering,2012-06-10,50,4,277
1640,Battery,2012-06-07,20,3,279
1641,Saftey Bag,2012-06-09,50,5,281
1642,Saftey Bag,2012-06-06,50,1,283
1643,Saftey Bag,2012-05-24,50,2,285
1644,Lock,2012-06-14,20,5,287
1645,Electronics Electric Circuits,2012-05-30,50,2,289
1646,Gearbox,2012-06-14,20,4,291
1647,Transmission,2012-06-10,50,1,293
1648,Pre-NCT,2012-05-25,20,3,295
1649,Transmission,2012-06-12,50,3,297
1650,Security System,2012-05-30,50,5,299
1651,Panel Beating,2012-06-04,50,4,301
1652,Tires,2012-05-25,50,5,303
1653,Steering,2012-05-29,50,3,305
1654,Battery,2012-06-13,20,1,307
1655,Tires,2012-06-04,50,4,309
1656,Air con,2012-06-16,100,3,311
1657,Transmission,2012-05-30,50,3,313
1658,Steering,2012-06-02,50,1,315
1659,Laser Wheel Alignment,2012-06-15,20,4,317
1660,Saftey Bag,2012-05-27,50,5,319
1661,Panel Beating,2012-06-10,50,5,321
1662,Breaks,2012-05-24,100,1,323
1663,Gearbox,2012-05-30,20,5,325
1664,Pre-NCT,2012-06-06,20,4,327
1665,Panel Beating,2012-06-02,50,4,329
1666,Exhaust,2012-06-01,100,1,331
1667,Gearbox,2012-05-29,20,5,333
1668,Light,2012-05-29,20,1,335
1669,Panel Beating,2012-06-10,50,1,337
1670,Saftey Bag,2012-05-30,50,2,339
1671,Lock,2012-06-16,20,2,341
1672,Lock,2012-05-27,20,5,343
1673,GPS,2012-05-26,100,3,345
1674,Air con,2012-06-04,100,3,347
1675,Wheel Replacement,2012-05-25,100,5,349
1676,Breaks,2012-05-29,100,3,351
1677,On board computer,2012-06-09,20,1,353
1678,Engine Breakdown,2012-06-07,100,4,355
1679,Exhaust,2012-06-04,100,1,357
1680,Pre-NCT,2012-06-08,20,2,359
1681,Saftey Bag,2012-06-15,50,1,361
1682,Breaks,2012-06-11,100,4,363
1683,Transmission,2012-06-11,50,4,365
1684,Wheel Replacement,2012-06-11,100,4,367
1685,Saftey Bag,2012-06-02,50,4,369
1686,Air con,2012-06-10,100,5,371
1687,Engine Breakdown,2012-05-31,100,1,373
1688,Wheel Replacement,2012-06-10,100,2,375
1689,Body Paint,2012-06-10,20,3,377
1690,Laser Wheel Alignment,2012-06-11,20,3,379
1691,Body Paint,2012-06-16,20,3,381
1692,Security System,2012-06-04,50,5,383
1693,Lock,2012-05-25,20,3,385
1694,Steering,2012-06-02,50,5,387
1695,Laser Wheel Alignment,2012-05-27,20,3,389
1696,Steering,2012-06-17,50,4,391
1697,Security System,2012-06-03,50,4,393
1698,Tires,2012-06-06,50,1,395
1699,Regular maintenance,2012-05-27,50,4,397
1700,Regular maintenance,2012-06-14,50,2,399
1701,Saftey Bag,2012-05-29,50,3,401
1702,Breaks,2012-06-16,100,3,403
1703,Light,2012-05-29,20,5,405
1704,Air con,2012-06-06,100,5,407
1705,Body Paint,2012-05-27,20,3,409
1706,Body Part Replacement,2012-05-29,100,2,411
1707,Engine Breakdown,2012-06-09,100,4,413
1708,Pre-NCT,2012-06-17,20,1,415
1709,Saftey Bag,2012-05-27,50,4,417
1710,Saftey Bag,2012-05-30,50,1,419
1711,Engine Breakdown,2012-06-10,100,1,421
1712,Gearbox,2012-06-15,20,3,423
1713,Battery,2012-06-05,20,1,425
1714,Battery,2012-06-16,20,1,427
1715,Battery,2012-06-05,20,4,429
1716,Engine Breakdown,2012-06-13,100,1,431
1717,Air con,2012-05-30,100,2,433
1718,Laser Wheel Alignment,2012-06-10,20,3,435
1719,Wheel Replacement,2012-06-12,100,5,437
1720,Breaks,2012-06-01,100,2,439
1721,Air con,2012-05-30,100,5,441
1722,Body Paint,2012-05-27,20,2,443
1723,Regular maintenance,2012-05-27,50,3,445
1724,Saftey Bag,2012-05-28,50,2,447
1725,Pre-NCT,2012-06-15,20,2,449
1726,Engine Breakdown,2012-06-04,100,1,451
1727,Lock,2012-06-02,20,3,453
1728,Battery,2012-05-31,20,2,455
1729,Security System,2012-05-31,50,4,457
1730,Gearbox,2012-05-28,20,3,459
1731,Pre-NCT,2012-06-07,20,3,461
1732,Laser Wheel Alignment,2012-06-14,20,5,463
1733,Security System,2012-05-29,50,5,465
1734,Battery,2012-06-15,20,5,467
1735,Security System,2012-06-18,50,1,469
1736,Lock,2012-06-08,20,5,471
1737,Gearbox,2012-06-17,20,4,473
1738,Wheel Replacement,2012-06-09,100,2,475
1739,Body Part Replacement,2012-06-12,100,4,477
1740,Body Paint,2012-06-10,20,3,479
1741,Saftey Bag,2012-06-15,50,1,481
1742,Sensors,2012-05-30,100,3,483
1743,Engine Breakdown,2012-06-18,100,5,485
1744,Battery,2012-06-11,20,1,487
1745,Sensors,2012-06-05,100,1,489
1746,Wheel Replacement,2012-06-06,100,4,491
1747,Steering,2012-06-02,50,1,493
1748,Wheel Replacement,2012-06-08,100,3,495
1749,Air con,2012-06-01,100,5,497
1750,Air con,2012-06-10,100,3,499
1751,Laser Wheel Alignment,2012-06-10,20,2,501
1752,Transmission,2012-06-05,50,1,503
1753,Steering,2012-05-28,50,5,505
1754,On board computer,2012-06-08,20,5,507
1755,Electronics Electric Circuits,2012-06-08,50,4,509
1756,GPS,2012-06-04,100,5,511
1757,Security System,2012-06-14,50,3,513
1758,Lock,2012-06-09,20,2,515
1759,Steering,2012-06-15,50,5,517
1760,Battery,2012-06-16,20,4,519
1761,GPS,2012-05-30,100,4,521
1762,Laser Wheel Alignment,2012-06-03,20,2,523
1763,Laser Wheel Alignment,2012-05-28,20,1,525
1764,Transmission,2012-06-19,50,2,527
1765,Security System,2012-06-10,50,4,529
1766,Breaks,2012-05-29,100,3,531
1767,Breaks,2012-06-12,100,5,533
1768,Regular maintenance,2012-06-16,50,1,535
1769,Pre-NCT,2012-05-30,20,1,537
1770,Sensors,2012-06-09,100,1,539
1771,Laser Wheel Alignment,2012-06-20,20,1,541
1772,Body Part Replacement,2012-06-06,100,4,543
1773,Transmission,2012-06-10,50,3,545
1774,Steering,2012-06-19,50,5,547
1775,Engine Breakdown,2012-06-11,100,5,549
1776,Pre-NCT,2012-06-09,20,1,551
1777,Body Part Replacement,2012-06-14,100,2,553
1778,Regular maintenance,2012-06-11,50,5,555
1779,Engine Breakdown,2012-05-29,100,5,557
1780,On board computer,2012-05-29,20,2,559
1781,Battery,2012-06-01,20,5,561
1782,Saftey Bag,2012-06-02,50,2,563
1783,Air con,2012-06-12,100,2,565
1784,Body Paint,2012-06-08,20,1,567
1785,Steering,2012-06-10,50,1,569
1786,Air con,2012-06-08,100,5,571
1787,Saftey Bag,2012-05-31,50,5,573
1788,Pre-NCT,2012-06-18,20,1,575
1789,Exhaust,2012-06-01,100,1,577
1790,Wheel Replacement,2012-06-01,100,4,579
1791,Body Paint,2012-06-20,20,4,581
1792,Breaks,2012-06-12,100,2,583
1793,Tires,2012-06-17,50,4,585
1794,Regular maintenance,2012-05-30,50,3,587
1795,Electronics Electric Circuits,2012-06-20,50,4,589
1796,Security System,2012-06-07,50,3,591
1797,Lock,2012-06-12,20,3,593
1798,Wheel Replacement,2012-06-10,100,4,595
1799,Tires,2012-06-19,50,3,597
1800,Electronics Electric Circuits,2012-06-06,50,5,599
1801,Wheel Replacement,2012-05-31,100,5,1
1802,Saftey Bag,2012-06-17,50,1,3
1803,Body Part Replacement,2012-06-22,100,5,5
1804,Breaks,2012-06-05,100,4,7
1805,Battery,2012-06-08,20,3,9
1806,Air con,2012-06-16,100,2,11
1807,Body Paint,2012-06-17,20,5,13
1808,Engine Breakdown,2012-06-08,100,4,15
1809,Breaks,2012-06-01,100,1,17
1810,Body Part Replacement,2012-06-14,100,2,19
1811,Body Paint,2012-06-11,20,2,21
1812,Electronics Electric Circuits,2012-06-20,50,1,23
1813,Battery,2012-06-14,20,2,25
1814,Lock,2012-06-20,20,5,27
1815,Sensors,2012-06-17,100,3,29
1816,Regular maintenance,2012-06-07,50,1,31
1817,Lock,2012-06-13,20,3,33
1818,Body Part Replacement,2012-06-09,100,4,35
1819,Light,2012-06-07,20,2,37
1820,Tires,2012-06-10,50,1,39
1821,Steering,2012-06-08,50,2,41
1822,Exhaust,2012-05-30,100,4,43
1823,Engine Breakdown,2012-06-03,100,3,45
1824,Sensors,2012-06-10,100,3,47
1825,Regular maintenance,2012-06-14,50,2,49
1826,Air con,2012-06-03,100,1,51
1827,Lock,2012-06-20,20,1,53
1828,Exhaust,2012-06-19,100,1,55
1829,Light,2012-06-16,20,4,57
1830,Panel Beating,2012-06-22,50,1,59
1831,Panel Beating,2012-05-30,50,5,61
1832,Breaks,2012-06-11,100,4,63
1833,Light,2012-06-15,20,3,65
1834,Body Part Replacement,2012-06-12,100,2,67
1835,Exhaust,2012-06-18,100,5,69
1836,Sensors,2012-06-16,100,2,71
1837,Panel Beating,2012-06-10,50,3,73
1838,Lock,2012-06-05,20,4,75
1839,Gearbox,2012-06-15,20,1,77
1840,Transmission,2012-06-19,50,3,79
1841,Regular maintenance,2012-06-11,50,1,81
1842,Saftey Bag,2012-06-15,50,4,83
1843,Saftey Bag,2012-06-22,50,5,85
1844,On board computer,2012-06-09,20,1,87
1845,On board computer,2012-06-17,20,2,89
1846,Gearbox,2012-05-30,20,2,91
1847,Gearbox,2012-06-18,20,5,93
1848,Saftey Bag,2012-06-10,50,2,95
1849,Laser Wheel Alignment,2012-06-01,20,5,97
1850,Engine Breakdown,2012-06-10,100,1,99
1851,Security System,2012-06-05,50,4,101
1852,Security System,2012-06-11,50,5,103
1853,Electronics Electric Circuits,2012-06-07,50,1,105
1854,On board computer,2012-06-06,20,4,107
1855,On board computer,2012-06-23,20,4,109
1856,Regular maintenance,2012-06-16,50,3,111
1857,Wheel Replacement,2012-06-04,100,5,113
1858,Security System,2012-06-09,50,4,115
1859,Light,2012-06-13,20,1,117
1860,Security System,2012-06-14,50,4,119
1861,Engine Breakdown,2012-06-19,100,3,121
1862,Body Part Replacement,2012-06-11,100,4,123
1863,On board computer,2012-06-20,20,3,125
1864,Pre-NCT,2012-06-14,20,5,127
1865,Wheel Replacement,2012-06-09,100,3,129
1866,Lock,2012-06-10,20,3,131
1867,Pre-NCT,2012-06-14,20,4,133
1868,Engine Breakdown,2012-06-19,100,3,135
1869,Breaks,2012-06-21,100,3,137
1870,Lock,2012-06-20,20,3,139
1871,Body Paint,2012-06-01,20,5,141
1872,Gearbox,2012-06-09,20,1,143
1873,Electronics Electric Circuits,2012-06-08,50,1,145
1874,Tires,2012-06-24,50,1,147
1875,On board computer,2012-06-20,20,4,149
1876,GPS,2012-06-19,100,5,151
1877,Steering,2012-06-22,50,5,153
1878,Gearbox,2012-06-02,20,2,155
1879,Tires,2012-06-14,50,4,157
1880,Panel Beating,2012-06-05,50,4,159
1881,Electronics Electric Circuits,2012-06-16,50,5,161
1882,Pre-NCT,2012-06-15,20,3,163
1883,Body Part Replacement,2012-06-13,100,5,165
1884,Laser Wheel Alignment,2012-06-18,20,5,167
1885,Exhaust,2012-06-05,100,5,169
1886,Laser Wheel Alignment,2012-06-21,20,5,171
1887,Body Paint,2012-06-03,20,5,173
1888,Steering,2012-06-05,50,5,175
1889,Air con,2012-06-25,100,2,177
1890,Panel Beating,2012-06-11,50,2,179
1891,GPS,2012-06-16,100,5,181
1892,Transmission,2012-06-08,50,4,183
1893,Laser Wheel Alignment,2012-06-23,20,1,185
1894,Electronics Electric Circuits,2012-06-19,50,3,187
1895,Light,2012-06-02,20,1,189
1896,Tires,2012-06-13,50,5,191
1897,Transmission,2012-06-25,50,1,193
1898,Panel Beating,2012-06-19,50,4,195
1899,Exhaust,2012-06-18,100,2,197
1900,Wheel Replacement,2012-06-12,100,2,199
1901,Electronics Electric Circuits,2012-06-09,50,3,201
1902,Battery,2012-06-17,20,1,203
1903,Wheel Replacement,2012-06-13,100,5,205
1904,Wheel Replacement,2012-06-17,100,4,207
1905,Air con,2012-06-16,100,3,209
1906,Light,2012-06-14,20,2,211
1907,Electronics Electric Circuits,2012-06-23,50,1,213
1908,Transmission,2012-06-18,50,1,215
1909,Panel Beating,2012-06-19,50,4,217
1910,Breaks,2012-06-08,100,3,219
1911,Transmission,2012-06-17,50,3,221
1912,Electronics Electric Circuits,2012-06-14,50,2,223
1913,Laser Wheel Alignment,2012-06-19,20,4,225
1914,Pre-NCT,2012-06-21,20,5,227
1915,Laser Wheel Alignment,2012-06-25,20,3,229
1916,Steering,2012-06-23,50,2,231
1917,Transmission,2012-06-27,50,2,233
1918,Saftey Bag,2012-06-15,50,3,235
1919,Panel Beating,2012-06-13,50,2,237
1920,Transmission,2012-06-13,50,2,239
1921,Electronics Electric Circuits,2012-06-23,50,3,241
1922,Panel Beating,2012-06-09,50,2,243
1923,Panel Beating,2012-06-13,50,3,245
1924,Electronics Electric Circuits,2012-06-21,50,2,247
1925,Sensors,2012-06-16,100,3,249
1926,Gearbox,2012-06-12,20,5,251
1927,Lock,2012-06-17,20,2,253
1928,GPS,2012-06-12,100,4,255
1929,Steering,2012-06-20,50,5,257
1930,Engine Breakdown,2012-06-23,100,4,259
1931,Engine Breakdown,2012-06-24,100,1,261
1932,Transmission,2012-06-14,50,2,263
1933,Panel Beating,2012-06-24,50,3,265
1934,Laser Wheel Alignment,2012-06-10,20,2,267
1935,Wheel Replacement,2012-06-25,100,1,269
1936,Panel Beating,2012-06-13,50,4,271
1937,Exhaust,2012-06-25,100,3,273
1938,Engine Breakdown,2012-06-22,100,5,275
1939,Laser Wheel Alignment,2012-06-06,20,5,277
1940,Gearbox,2012-06-19,20,5,279
1941,Breaks,2012-06-16,100,3,281
1942,Pre-NCT,2012-06-12,20,5,283
1943,Exhaust,2012-06-12,100,2,285
1944,Gearbox,2012-06-16,20,3,287
1945,Exhaust,2012-06-23,100,2,289
1946,Pre-NCT,2012-06-12,20,4,291
1947,Laser Wheel Alignment,2012-06-07,20,2,293
1948,On board computer,2012-06-13,20,1,295
1949,Tires,2012-06-23,50,1,297
1950,Laser Wheel Alignment,2012-06-12,20,3,299
1951,Tires,2012-06-27,50,1,301
1952,Steering,2012-06-25,50,4,303
1953,Gearbox,2012-06-15,20,5,305
1954,Laser Wheel Alignment,2012-06-11,20,2,307
1955,Engine Breakdown,2012-06-19,100,3,309
1956,Exhaust,2012-06-23,100,5,311
1957,On board computer,2012-06-18,20,2,313
1958,Breaks,2012-06-24,100,4,315
1959,GPS,2012-06-12,100,3,317
1960,Lock,2012-06-07,20,3,319
1961,Sensors,2012-06-20,100,2,321
1962,Engine Breakdown,2012-06-10,100,2,323
1963,Body Paint,2012-06-27,20,1,325
1964,Transmission,2012-06-09,50,2,327
1965,Pre-NCT,2012-06-14,20,5,329
1966,Transmission,2012-06-19,50,4,331
1967,Electronics Electric Circuits,2012-06-18,50,5,333
1968,Body Part Replacement,2012-06-24,100,2,335
1969,Tires,2012-06-28,50,4,337
1970,Pre-NCT,2012-06-25,20,3,339
1971,Steering,2012-06-25,50,2,341
1972,Sensors,2012-06-22,100,2,343
1973,Sensors,2012-06-16,100,3,345
1974,Battery,2012-06-07,20,2,347
1975,Regular maintenance,2012-06-08,50,3,349
1976,Engine Breakdown,2012-06-11,100,3,351
1977,Transmission,2012-06-21,50,2,353
1978,Gearbox,2012-06-21,20,5,355
1979,Light,2012-06-18,20,3,357
1980,Laser Wheel Alignment,2012-06-30,20,2,359
1981,Exhaust,2012-06-18,100,4,361
1982,Air con,2012-06-09,100,1,363
1983,Body Paint,2012-06-09,20,2,365
1984,GPS,2012-06-17,100,5,367
1985,Panel Beating,2012-06-16,50,1,369
1986,Gearbox,2012-06-29,20,2,371
1987,Engine Breakdown,2012-06-13,100,4,373
1988,Steering,2012-06-09,50,5,375
1989,Panel Beating,2012-07-01,50,5,377
1990,Gearbox,2012-06-17,20,4,379
1991,Pre-NCT,2012-06-14,20,2,381
1992,Sensors,2012-06-21,100,3,383
1993,Engine Breakdown,2012-06-23,100,3,385
1994,Engine Breakdown,2012-06-20,100,3,387
1995,On board computer,2012-06-24,20,5,389
1996,Body Paint,2012-06-27,20,4,391
1997,Laser Wheel Alignment,2012-06-22,20,3,393
1998,Transmission,2012-06-29,50,5,395
1999,Breaks,2012-06-15,100,1,397
2000,Tires,2012-06-11,50,1,399
2001,Body Part Replacement,2012-06-19,100,4,401
2002,Pre-NCT,2012-06-16,20,3,403
2003,Breaks,2012-06-20,100,1,405
2004,Saftey Bag,2012-06-18,50,1,407
2005,Body Paint,2012-06-13,20,4,409
2006,Battery,2012-06-15,20,1,411
2007,GPS,2012-06-22,100,5,413
2008,Exhaust,2012-07-01,100,5,415
2009,Body Paint,2012-06-11,20,2,417
2010,Security System,2012-06-15,50,4,419
2011,Engine Breakdown,2012-06-16,100,5,421
2012,Air con,2012-06-19,100,1,423
2013,Wheel Replacement,2012-06-29,100,2,425
2014,On board computer,2012-06-26,20,2,427
2015,Laser Wheel Alignment,2012-06-09,20,4,429
2016,Security System,2012-06-21,50,3,431
2017,Pre-NCT,2012-06-11,20,1,433
2018,Air con,2012-06-10,100,2,435
2019,Lock,2012-06-19,20,1,437
2020,Tires,2012-06-18,50,4,439
2021,Exhaust,2012-06-20,100,4,441
2022,Wheel Replacement,2012-06-22,100,1,443
2023,Gearbox,2012-06-11,20,1,445
2024,Tires,2012-06-10,50,2,447
2025,Transmission,2012-06-19,50,4,449
2026,Body Part Replacement,2012-06-11,100,5,451
2027,GPS,2012-06-22,100,4,453
2028,GPS,2012-06-18,100,1,455
2029,Exhaust,2012-06-26,100,3,457
2030,Breaks,2012-06-20,100,5,459
2031,Body Paint,2012-06-15,20,1,461
2032,Steering,2012-06-22,50,3,463
2033,Pre-NCT,2012-06-16,20,2,465
2034,Sensors,2012-06-14,100,5,467
2035,Panel Beating,2012-06-27,50,4,469
2036,Air con,2012-06-30,100,5,471
2037,Battery,2012-06-27,20,5,473
2038,Exhaust,2012-06-10,100,1,475
2039,Steering,2012-06-27,50,2,477
2040,Pre-NCT,2012-06-29,20,3,479
2041,Gearbox,2012-06-26,20,3,481
2042,Saftey Bag,2012-06-13,50,4,483
2043,Wheel Replacement,2012-06-27,100,5,485
2044,Laser Wheel Alignment,2012-06-23,20,3,487
2045,Sensors,2012-06-18,100,5,489
2046,Regular maintenance,2012-07-03,50,1,491
2047,Exhaust,2012-06-28,100,1,493
2048,Gearbox,2012-06-30,20,3,495
2049,Regular maintenance,2012-06-12,50,1,497
2050,Body Part Replacement,2012-06-24,100,5,499
2051,Security System,2012-06-30,50,1,501
2052,Breaks,2012-06-19,100,3,503
2053,Gearbox,2012-06-21,20,2,505
2054,Transmission,2012-06-28,50,3,507
2055,Laser Wheel Alignment,2012-06-12,20,1,509
2056,On board computer,2012-06-27,20,3,511
2057,Security System,2012-06-26,50,4,513
2058,Sensors,2012-06-22,100,3,515
2059,Gearbox,2012-07-04,20,1,517
2060,Sensors,2012-06-25,100,5,519
2061,Wheel Replacement,2012-06-21,100,2,521
2062,Security System,2012-06-12,50,4,523
2063,Electronics Electric Circuits,2012-07-01,50,5,525
2064,Saftey Bag,2012-06-16,50,5,527
2065,Sensors,2012-06-17,100,5,529
2066,Pre-NCT,2012-07-02,20,4,531
2067,Security System,2012-06-16,50,3,533
2068,Lock,2012-06-19,20,3,535
2069,Laser Wheel Alignment,2012-06-15,20,2,537
2070,Wheel Replacement,2012-06-30,100,1,539
2071,Sensors,2012-07-05,100,5,541
2072,Lock,2012-06-22,20,3,543
2073,Tires,2012-06-14,50,5,545
2074,Exhaust,2012-06-16,100,1,547
2075,On board computer,2012-06-14,20,2,549
2076,Steering,2012-06-23,50,5,551
2077,Wheel Replacement,2012-07-01,100,5,553
2078,Exhaust,2012-06-12,100,4,555
2079,Breaks,2012-07-03,100,4,557
2080,Laser Wheel Alignment,2012-06-30,20,5,559
2081,Panel Beating,2012-06-23,50,3,561
2082,Regular maintenance,2012-06-30,50,3,563
2083,Breaks,2012-06-24,100,3,565
2084,Electronics Electric Circuits,2012-06-17,50,1,567
2085,Electronics Electric Circuits,2012-06-13,50,4,569
2086,Pre-NCT,2012-06-22,20,5,571
2087,Pre-NCT,2012-06-27,20,1,573
2088,Security System,2012-06-29,50,4,575
2089,Breaks,2012-06-23,100,4,577
2090,Saftey Bag,2012-06-27,50,3,579
2091,Transmission,2012-06-25,50,3,581
2092,Panel Beating,2012-06-15,50,5,583
2093,Wheel Replacement,2012-06-21,100,5,585
2094,Exhaust,2012-06-16,100,4,587
2095,Pre-NCT,2012-06-25,20,1,589
2096,Saftey Bag,2012-06-29,50,3,591
2097,Wheel Replacement,2012-06-21,100,3,593
2098,Regular maintenance,2012-06-18,50,3,595
2099,Steering,2012-06-21,50,3,597
2100,Air con,2012-06-18,100,5,599
2101,Saftey Bag,2012-06-20,50,5,1
2102,Light,2012-06-15,20,5,3
2103,Regular maintenance,2012-06-19,50,5,5
2104,Wheel Replacement,2012-06-19,100,4,7
2105,Body Paint,2012-06-15,20,3,9
2106,Body Paint,2012-06-30,20,4,11
2107,Steering,2012-06-30,50,2,13
2108,Electronics Electric Circuits,2012-06-24,50,2,15
2109,Laser Wheel Alignment,2012-07-07,20,3,17
2110,Security System,2012-06-27,50,5,19
2111,Light,2012-06-26,20,4,21
2112,Saftey Bag,2012-07-04,50,5,23
2113,Gearbox,2012-07-01,20,3,25
2114,Panel Beating,2012-07-03,50,2,27
2115,On board computer,2012-06-26,20,4,29
2116,On board computer,2012-07-08,20,1,31
2117,Transmission,2012-07-04,50,5,33
2118,Light,2012-06-22,20,2,35
2119,Security System,2012-06-18,50,3,37
2120,Laser Wheel Alignment,2012-07-02,20,2,39
2121,Pre-NCT,2012-06-23,20,4,41
2122,Security System,2012-07-02,50,1,43
2123,Tires,2012-06-25,50,4,45
2124,Pre-NCT,2012-06-30,20,3,47
2125,Tires,2012-06-28,50,1,49
2126,Body Part Replacement,2012-06-25,100,3,51
2127,Transmission,2012-07-08,50,4,53
2128,GPS,2012-06-28,100,2,55
2129,Light,2012-06-26,20,3,57
2130,Transmission,2012-06-16,50,1,59
2131,Electronics Electric Circuits,2012-06-23,50,5,61
2132,On board computer,2012-07-08,20,2,63
2133,Light,2012-06-29,20,4,65
2134,Tires,2012-07-06,50,5,67
2135,Battery,2012-06-16,20,1,69
2136,Saftey Bag,2012-06-27,50,2,71
2137,Tires,2012-07-05,50,1,73
2138,Light,2012-07-03,20,3,75
2139,Body Paint,2012-06-28,20,1,77
2140,Lock,2012-06-17,20,5,79
2141,Battery,2012-06-26,20,4,81
2142,Light,2012-06-19,20,4,83
2143,Body Paint,2012-06-25,20,4,85
2144,Steering,2012-06-23,50,4,87
2145,On board computer,2012-06-28,20,5,89
2146,Wheel Replacement,2012-07-02,100,4,91
2147,Gearbox,2012-06-18,20,1,93
2148,Lock,2012-06-30,20,3,95
2149,Body Part Replacement,2012-07-06,100,4,97
2150,Light,2012-06-29,20,3,99
2151,Body Paint,2012-06-20,20,1,101
2152,Saftey Bag,2012-06-29,50,1,103
2153,Electronics Electric Circuits,2012-06-19,50,5,105
2154,Lock,2012-07-04,20,2,107
2155,Steering,2012-06-15,50,4,109
2156,Transmission,2012-06-17,50,4,111
2157,Engine Breakdown,2012-07-04,100,5,113
2158,Lock,2012-06-18,20,3,115
2159,Pre-NCT,2012-06-30,20,2,117
2160,Sensors,2012-06-21,100,5,119
2161,Pre-NCT,2012-06-29,20,3,121
2162,Steering,2012-07-07,50,4,123
2163,Exhaust,2012-06-19,100,1,125
2164,Laser Wheel Alignment,2012-06-27,20,4,127
2165,Breaks,2012-06-16,100,2,129
2166,Wheel Replacement,2012-07-06,100,3,131
2167,Steering,2012-06-20,50,2,133
2168,Body Part Replacement,2012-06-20,100,2,135
2169,Gearbox,2012-07-05,20,5,137
2170,Laser Wheel Alignment,2012-06-22,20,5,139
2171,Sensors,2012-06-26,100,4,141
2172,Pre-NCT,2012-06-26,20,2,143
2173,Body Paint,2012-06-23,20,3,145
2174,Engine Breakdown,2012-06-23,100,5,147
2175,Lock,2012-06-24,20,5,149
2176,Engine Breakdown,2012-07-04,100,1,151
2177,Transmission,2012-06-21,50,3,153
2178,Battery,2012-06-19,20,3,155
2179,Battery,2012-06-19,20,3,157
2180,Transmission,2012-06-30,50,3,159
2181,Engine Breakdown,2012-07-05,100,4,161
2182,Body Part Replacement,2012-06-24,100,1,163
2183,Regular maintenance,2012-06-25,50,3,165
2184,Sensors,2012-06-28,100,3,167
2185,Battery,2012-06-17,20,3,169
2186,Pre-NCT,2012-06-19,20,4,171
2187,Regular maintenance,2012-07-06,50,4,173
2188,Regular maintenance,2012-06-20,50,5,175
2189,Electronics Electric Circuits,2012-07-01,50,3,177
